run,iteration,state,level,k,L,U,max_dev,n,m,heur_obj,heur_time,heur_iter,B_q,B_size,B_time,B_timelimit,DFixings,LFixings,UFixings_X,UFixings_R,ZFixings,MIP_obj,MIP_bound,MIP_time,MIP_timelimit,MIP_status,MIP_nodes,connected,max_dist,min_dist,found_dev
run1,1,NE,county,3,605737,611824,6087,93,231,19,278.07,10000,3,86,2.17,60,3,261,8,11,16,19,19.0,0.69,3600,2,297,True,609930.0,606676.0,3254.0
run1,2,NE,county,3,606677.0,610883.0,4206.0,93,231,19,278.07,10000,3,86,2.17,60,0,0,0,0,16,19,19.0,1.14,3600,2,895,True,609327.0,608175.0,1152.0
run1,3,NE,county,3,608176.0,609384.0,1208.0,93,231,19,278.07,10000,3,86,2.17,60,0,0,0,0,16,20,20.0,6.37,3600,2,5685,True,608962.0,608540.0,422.0
run1,4,NE,county,3,608541.0,609019.0,478.0,93,231,19,278.07,10000,3,86,2.17,60,0,0,0,0,16,24,24.0,59.93,3600,2,50030,True,608924.0,608613.0,311.0
run1,5,NE,county,3,608614.0,608946.0,332.0,93,231,19,278.07,10000,3,86,2.17,60,0,0,0,0,16,25,25.0,58.72,3600,2,49035,True,608839.0,608710.0,129.0
run1,6,NE,county,3,608711.0,608849.0,138.0,93,231,19,278.07,10000,3,86,2.17,60,0,0,0,0,16,26,26.0,350.97,3600,2,431926,True,608839.0,608739.0,100.0
run1,6,NE,county,3,608722.0,608838.0,116.0,93,231,19,278.07,10000,3,86,2.17,60,0,0,0,0,16,no_solution_found,27.0,3600.09,3600,9,3496949,n/a,608839.0,608739.0,100.0
